wallet,chain,block,tx_hash,tx_index,tx_type,timestamp,dex,dex_icon_link,from,to,token0_address,token0_amount,token0_amount_usd,token0_name,token0_price_usd,token0_symbol,token1_address,token1_amount,token1_amount_usd,token1_name,token1_price_usd,token1_symbol,first_interaction,token0_chart_link,token1_chart_link,main_token_symbol,main_token_address,main_token_price_usd,amount,amount_usd,contract_address,from_label,name,symbol,to_label,token_price_usd,type,chart_link,token2_address,token2_amount,token2_amount_usd,token2_name,token2_price_usd,token2_symbol,token3_address,token3_amount,token3_amount_usd,token3_name,token3_price_usd,token3_symbol,lower_bound,upper_bound,token2_chart_link,contract_label,function_name,function_sign_hash,message
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347747185,5k9gGESAP5rFRBgdxNwSFw1f83o8JKaKBo9DHDs4XCdCSF9FcZFHN9uaxBKhAVANZgB8WiEim8bq7jHXfDqsgRsY,0,swap,2025-06-19T04:41:42Z,PumpFun,,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,So11111111111111111111111111111111111111112,1.978026,289.681896,Wrapped SOL,146.450000,SOL,B91Nyc6SnWqr5DRR34eEMKuZrWh4zBhW9VhX4UNLpump,561218.676075,290.492435,Chicken Jockey,0.000518,jockey,false,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347715208,5LB2o9JxQkv6fBQua4LnoSTNBZrYyK1U7Mftqma7UpaBbgyYeMeH9wbQuaeVtSWcPYkuRK97T8tpwxAXYenuP5kj,0,transfer,2025-06-19T01:07:54Z,,,HRS6JqXcFgWrWxaBPjhnThQiWmUMkE3GrYHWR86tbFqR,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,3988.831272,0.000000,CyXBDcVQuHyEDbG661Jf3iHqxyd9wNHhE2SiQdNrBAGS,Kraken Deposit,PUBLIC.FUND,PUBLIC,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347699751,3UnMPeADMaKaRiuvezttarVjsrazVnLngcBpXxgNL99oT8miKRKn7kkmeCHnTGjdphgC8Yoo93eMHaoucuFMQbrG,0,swap,2025-06-18T23:24:25Z,Meteora,,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,BdqgXrNvdSDzHWjh3X4ud1U1b59iTuLJcnu28dh8zBLV,1554393.534839,296.914721,WEINERCOIN,0.000191,WEINER,So11111111111111111111111111111111111111112,2.009031,296.914721,Wrapped SOL,147.790000,SOL,false,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347675924,3HAruF9Xk1PYLK9fUnz7JEcvWFGKjZWF8imNd1wVwiX5EZ5hVyn4xkceMw6sLGrdUJt3TRRENpUERskQYgK7grha,0,swap,2025-06-18T20:45:17Z,Meteora,,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,So11111111111111111111111111111111111111112,1.188000,175.574520,Wrapped SOL,147.790000,SOL,BdqgXrNvdSDzHWjh3X4ud1U1b59iTuLJcnu28dh8zBLV,622910.589935,175.574520,WEINERCOIN,0.000282,WEINER,false,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347663154,32Aik7Lmcqx2WpPqu2CSer44WNXrkbxPeV1NoDy1rNMCpN1yUbkhHfDZTVNsTtdtkxbpRXfkiicP7yfAaSXeYYA1,0,swap,2025-06-18T19:20:04Z,Meteora,,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,So11111111111111111111111111111111111111112,6.930000,1024.184700,Wrapped SOL,147.790000,SOL,BdqgXrNvdSDzHWjh3X4ud1U1b59iTuLJcnu28dh8zBLV,931482.944905,1024.184700,WEINERCOIN,0.001100,WEINER,false,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347663127,5kvb9zhEq4EhVjVi1wFQnUVeZtCEUeGKYp4rpsH9tizGo6X6UGESCG1FX9R2x9vY4aiJ1TJZGn26RXcwGUv8UCGN,0,swap,2025-06-18T19:19:54Z,PumpFun,,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,GuFK1iRQPCSRxPxWhw94SrDtLYaf7oDT68uuDDpjpump,10635639.360535,1026.199866,The Jewish Fakeout,0.000096,fakeout,So11111111111111111111111111111111111111112,7.049972,1041.915370,Wrapped SOL,147.790000,SOL,false,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347566564,2Wk4TXYrQdMBuu3GThKrZrRNSdm9Ecp5kJYhTHH7QYmWVgEWPNWFDuchmryLougq2MKLJdaHGoCTrMKt9YfcbyKD,0,transfer,2025-06-18T08:35:17Z,,,9MXxQsFs36SxvCyDBSGSyfD3guipgs9VNHv2CDWtjK4v,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,0.000010,0.001478,native,9MXx...jK4v,Solana,SOL,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347566436,4pThfmukKJxdYmAdofqsaMVfGDX2gRfGs32onpaBU3wjyA5Sx91maTsnauSRrahfk5drRWPFcMG9MPK5SaCM6ya4,0,transfer,2025-06-18T08:34:27Z,,,9MXxB3oWvnoaGKTKmvcuXVeaCKXajA2Bi658wh7sJ7Do,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,69.000000,0.009962,21Dt6Ne2tQ8wQ5j6G2zahtF1tskJqRmtSaaSwXjyBJVz,9MXx...J7Do,PEPE DIAMOND,PEPE,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347445675,4QaVS6aEUvfT3MNp6qF2SKkG8aHMALtCyvTrjkNkUbK6vJNbnP3buWhbs5zNAeMzeaKHy1FMfRpeoG2Te4NXP3qx,0,transfer,2025-06-17T19:07:30Z,,,DAFnBL9hPbuq3UwbpMYKDHSzr8Zwz9mTkrpuk8JvVvh3,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,2051.159413,10.479530,3xwX9s9D6E5SQW1pf3xP7fuV34H7mguuJACei2NEFVGb,DAFn...Vvh3,ramsr,ramsr,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347429694,46BEg4676GJEtiR9YKFBKwnANta1RrEZLUc3e2SEhoNMtgycPdU6h7hxvVgDuF7LhAvQzZFw4Ce7NyuL7Tcdwdz5,0,swap,2025-06-17T17:20:41Z,PumpFun,,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,So11111111111111111111111111111111111111112,1.978026,296.545646,Wrapped SOL,149.920000,SOL,B1oEzGes1QxVZoxR3abiwAyL4jcPRF2s2ok5Yerrpump,176309.290384,289.753632,rasmr,0.001643,rasmr,false,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347427929,2VqCQEMpvZnwX6boRY9pAoyS2EHDcrcyBSaHcd2WwoR8k47fKaoAN3wruf4iBAjBTgD5tywF9jsuFteRyNbNWWxn,0,swap,2025-06-17T17:08:48Z,PumpFun,,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,So11111111111111111111111111111111111111112,39.560518,5930.912925,Wrapped SOL,149.920000,SOL,B1oEzGes1QxVZoxR3abiwAyL4jcPRF2s2ok5Yerrpump,2178842.967573,6129.755122,rasmr,0.002813,rasmr,false,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347420546,ZGLui47pph9a44XdzTuZLV42RT1tCK9PibT4A5esSp9Rf7az3GQT1GvoMmtPrfCFjibiYv6Jzt1p9i9h4pdSgFL,0,transfer,2025-06-17T16:19:27Z,,,boopKhGtAA976ahcoDKgYEfUPaPccgKkRDuxJVLqWzH,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,0.000726,0.108845,native,boop...qWzH,Solana,SOL,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347420377,2mtfVBTfGhZR1fciZJaPtpsCSUfJ5P3GXCyTaGsAJkYHRow7CYaiFzLNxNsVGLVvdXW8SxVkXJf6FNKC5YwaULCM,0,swap,2025-06-17T16:18:19Z,PumpFun,,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,CLEjjvLaGoQjGxu1N3iVvjaCxDVtEZv4YJ3pSoAYpump,1355458.849324,1026.269090,Longcat,0.000757,Shiro,So11111111111111111111111111111111111111112,6.987375,1047.547254,Wrapped SOL,149.920000,SOL,false,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347420352,khjqstXY7ZvozGm5cmh6anLwkXwoQR5p4oKyy9YnjVMxRLWterW1Pz8Re9MwSgpKpLBENrdYomCdBtNnEvsXpb9,0,swap,2025-06-17T16:18:10Z,Raydium,,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,1HE8MZKhpbJiNvjJTrXdV395qEmPEqJme6P5DLBboop,632996.724139,1590.062045,Roadmap Coin,0.002512,RDMP,So11111111111111111111111111111111111111112,10.606070,1590.062045,Wrapped SOL,149.920000,SOL,false,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347419111,4kF3r2eJnEugCnbvHUqSuiX9RnyZgmz38au58eNNLZ2Gm4cLBgZx3kbfCAubrpSJhrpV26kqqS3MxWDFbfRTdqaC,0,transfer,2025-06-17T16:09:50Z,,,boopKhGtAA976ahcoDKgYEfUPaPccgKkRDuxJVLqWzH,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,0.000427,0.063971,native,boop...qWzH,Solana,SOL,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347416911,3FtG4fLdipB7Sd3yAa7mHxqFhK2UD5i9h9GFjCS7kYUB9BHQh1W3CDw6SGAWjkq11twWkGuNtVyrJmbAggE3Spv6,0,transfer,2025-06-17T15:55:13Z,,,boopKhGtAA976ahcoDKgYEfUPaPccgKkRDuxJVLqWzH,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,0.000193,0.028927,native,boop...qWzH,Solana,SOL,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347415751,5mbYv7pTot4br1YSZjdHR7eJfwXVThDmAXz9d3iBJWatGi6D1uGiBF3Aemv126B3Hm4YJoRq7hn1GgXeqGWjUyQs,0,transfer,2025-06-17T15:47:27Z,,,boopKhGtAA976ahcoDKgYEfUPaPccgKkRDuxJVLqWzH,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,0.000256,0.038397,native,boop...qWzH,Solana,SOL,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347414226,DhunwufxawKDw9ftNM7GFYLVVDTwFNMcRJSxwb3o9eEtAv7Yu5hojjsj2YJoqWNbC2Dkn5vLCtQf41wcgEuPH4H,0,swap,2025-06-17T15:37:14Z,PumpFun,,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,So11111111111111111111111111111111111111112,7.912104,1186.182585,Wrapped SOL,149.920000,SOL,CLEjjvLaGoQjGxu1N3iVvjaCxDVtEZv4YJ3pSoAYpump,1355458.849324,1169.701214,Longcat,0.000863,Shiro,false,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347414139,V11jiRBqrKj4CZLDtZHxLFaJoSzRGwCT6yC4VYi9kUiK3msAfcEEZYQPHNx3fqAUAiRjTZMYzebEabyxPbCmecN,0,transfer,2025-06-17T15:36:39Z,,,boopKhGtAA976ahcoDKgYEfUPaPccgKkRDuxJVLqWzH,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,0.000782,0.117299,native,boop...qWzH,Solana,SOL,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347413277,37aF4jM6MCetweQbczQxBZmodvfneBnxs4tkrML5gKwHKeJ7yjUT5oqbsaCR5B2re6h82ZVkmAAaZ8WYbyMe1QJg,0,transfer,2025-06-17T15:30:58Z,,,boopKhGtAA976ahcoDKgYEfUPaPccgKkRDuxJVLqWzH,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,0.001184,0.177433,native,boop...qWzH,Solana,SOL,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347411507,4HmDwxTm8kV1wesi5PcvNBhex1eRdZDBPASP9TwEohX3s3Zmd1U6cntDngu7WxsUV4ahFN2XE3ca5Ac26Kd3AKg,0,transfer,2025-06-17T15:19:03Z,,,boopKhGtAA976ahcoDKgYEfUPaPccgKkRDuxJVLqWzH,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,0.000336,0.050316,native,boop...qWzH,Solana,SOL,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347410475,4o9E71srVcngY7zghNfapcoWfijB8H53SMdJBogBuqpuCyvM8S2XFcsmCDdCtY9PkLfd47M9Nh4C8qNdRvbWb4gm,0,transfer,2025-06-17T15:12:09Z,,,boopKhGtAA976ahcoDKgYEfUPaPccgKkRDuxJVLqWzH,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,0.000949,0.142208,native,boop...qWzH,Solana,SOL,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347409563,4E4QXvxuD2C5wmU36npcZQBnEAyBFnu3KyxrthjmxNrxjJqNqtro1pnZU72XLJLyfq6NppZucaJeDTqX5p7MNLL8,0,transfer,2025-06-17T15:06:03Z,,,boopKhGtAA976ahcoDKgYEfUPaPccgKkRDuxJVLqWzH,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,0.000549,0.082241,native,boop...qWzH,Solana,SOL,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347408652,29roPnspU75PjDyTmmwEQpRToAkhqtuF9nontKTPr3bRp6NkSFt6Hnd6eCevPcQjj2H3Mzm33AuHC9Q7KrhWwhgB,0,transfer,2025-06-17T14:59:55Z,,,boopKhGtAA976ahcoDKgYEfUPaPccgKkRDuxJVLqWzH,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,0.001235,0.185079,native,boop...qWzH,Solana,SOL,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,solana,347407772,4LRbKkCcG2MBo5KyuKLsdZa859XNUvGP6pnmkgUBaobCBpVti1BuQfQd1itN3yxdYYV2o3rPPiudjr9P93hxodNP,0,transfer,2025-06-17T14:54:03Z,,,boopKhGtAA976ahcoDKgYEfUPaPccgKkRDuxJVLqWzH,3JoVBiQEA2QKsq7TzW5ez5jVRtbbYgTNijoZzp5qgkr2,,,,,,,,,,,,,,,,,,,0.000623,0.093462,native,boop...qWzH,Solana,SOL,3JoV...gkr2,0.000000,ERC20,,,,,,,,,,,,,,,,,,,,
